timestamp,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
40256,11.46368171,5.006454176,-2.351444119,-1.496995788,0.161233876,1.071942439,-1.645702512,-1.546841152,-3.718497513,-0.401226379,2.232815208,0.156198735,0.476355568,0.020771802,-0.171900863,-0.32749673,0.233315566,0.047045816,0.547511988,-0.277520894
40257,11.21987545,4.902105702,-2.28590347,-1.693824896,0.274492941,0.909907896,-1.557188369,-1.850840686,-3.619808199,-0.163461207,2.36551966,0.358707549,0.299722262,-0.065540317,-0.123473601,-0.580065643,0.257891217,-0.310975559,0.255293244,-0.427654981
40258,10.78296802,4.780258015,-2.033513848,-1.843998031,0.732755612,0.308739771,0.483618284,-0.468034629,0.683110159,0.142863103,-0.873902411,-0.987908169,-0.024014251,-0.185030935,0.212990122,-0.385812177,0.089642128,-0.460206917,0.169468146,-0.159909063
40259,10.79887199,4.792739387,-2.035717389,-1.900036982,0.882818274,0.403732286,0.496754049,-1.007064805,0.564035296,0.141242434,-1.019063289,-1.338830601,-0.008644505,-0.247541052,0.188994901,-0.358929557,0.108478661,-0.388167447,0.421973852,-0.164451851
40260,10.86481286,4.850394675,-2.045954026,-1.816205907,0.826530779,0.623437638,0.591613607,-0.334097329,0.879431941,0.139873495,-0.699208184,-1.069501276,0.057471556,-0.049663635,0.063664539,-0.368821385,0.246733229,-0.343863835,0.380709081,-0.159150174
40261,10.80068777,4.878768209,-2.06746612,-1.817158095,0.748445381,0.383129757,0.539621438,-0.501673487,0.72582676,0.031383181,-0.87892631,-0.930821954,0.036583351,-0.133274782,0.219151759,-0.292506398,0.193549836,-0.394501,0.297741862,-0.235578198
40262,10.88343882,4.916811818,-2.082106409,-1.725777957,0.641921021,0.387551882,0.478259047,-0.030027213,0.75600675,0.164805425,-0.951881595,-0.791766111,0.227868257,-0.080098885,0.214828944,-0.107921328,0.308922396,-0.294995237,0.151350623,-0.147227628
40263,10.79480073,4.95183499,-2.030555542,-1.743688443,0.775669055,0.574921265,0.376884133,-0.563947335,0.210668134,0.75848449,-1.036898937,-0.825384502,0.144377721,-0.14553762,0.355647211,0.028618548,0.292004507,-0.353220124,0.496928146,-0.068983085
40264,10.85018175,4.838136674,-2.063278444,-1.844616118,0.826955186,0.57589251,0.590612887,-0.546527791,0.878932614,-0.102445254,-0.553729502,-1.19952091,0.010269995,-0.134797202,0.006213426,-0.509975806,0.136454595,-0.374751646,0.385834153,-0.171839111
40265,11.08375646,4.820426036,-2.194520707,-1.738773356,0.612344078,0.372600313,0.31816674,-0.858009887,0.569293274,-1.109658337,-0.534208187,-1.749498022,0.212994925,-0.282244304,-0.088403508,-0.553539782,-0.145761873,-0.046612061,0.473126034,-0.026162128
40266,11.21244096,5.057034074,-2.175953438,-1.545598647,0.410317976,1.422244239,-1.334162621,-1.044358726,-3.371034162,0.986116196,2.105166995,0.740847354,0.29787195,0.238211703,-0.074115343,-0.205060152,0.604037183,-0.252402878,0.475588458,-0.32532429
40267,10.77539868,4.823389234,-2.001605782,-1.841940238,0.863503919,0.423656437,0.504721955,-0.78998893,0.548115596,0.42602776,-1.16124865,-1.196194252,-0.037653535,-0.212647683,0.182382314,-0.342891221,0.147899743,-0.427385927,0.337940841,-0.115620666
40268,11.25156206,5.001400793,-2.18847625,-1.560589322,0.393275997,1.412379842,-1.404810034,-1.186492467,-3.423158015,0.738453915,2.16021556,0.555518019,0.304520389,0.217624444,-0.139193642,-0.373147517,0.526004348,-0.242797812,0.473974762,-0.314577018
40269,11.06105474,5.074014327,-2.081729464,-1.406506093,0.427776862,0.401038588,0.082091308,0.681320617,0.6596791,0.533029353,-1.430141212,-0.540318445,0.257926218,0.495306252,0.61478511,0.234207467,-0.305716832,-0.040507789,-0.520236173,-0.054840803
40270,11.02016911,5.168113535,-2.032612161,-1.358798233,0.442030737,0.455660793,0.207201932,1.273875653,0.75553296,1.206899719,-1.67004121,0.021927403,0.23827238,0.617042077,0.715987052,0.547127124,-0.128457829,-0.13160059,-0.606479861,-0.045244396
40271,11.01343714,5.180802769,-2.038188348,-1.337486727,0.41734436,0.477063814,0.214497377,1.351115662,0.80838966,1.177857006,-1.59330318,0.033369101,0.247725121,0.621301725,0.691547631,0.513947647,-0.114405752,-0.135321269,-0.599724049,-0.048273535
40272,11.0598891,4.955847301,-2.063441105,-1.489567207,0.474764626,0.285796431,-0.035089779,0.169005746,0.393707693,0.466164579,-1.671893972,-0.831763321,0.161288327,0.407882675,0.779700868,0.210356202,-0.4883498,-0.042407671,-0.409337315,-0.082382183
40273,11.36727386,5.244149071,-2.172999458,-1.229697089,0.163309272,1.325553939,-1.778284658,-0.172699326,-3.56625759,1.818072315,1.268377033,1.15555573,0.504770403,0.714747151,0.52399325,0.524717651,0.101462369,-0.028206324,-0.184694788,-0.175915689
40274,11.37956882,5.212805922,-2.174367803,-1.248618832,0.097320291,1.414148449,-1.717328423,0.216800002,-3.23566681,1.506556249,1.850214905,1.258018107,0.449045987,0.702725553,0.354618734,0.212283423,-0.058291079,-0.138422436,-0.330838369,-0.17998648
40275,11.32531512,5.358655593,-2.152182226,-1.153906209,0.129359443,1.43577296,-1.629504354,0.519437975,-3.318532253,2.265622081,1.311807973,1.682196481,0.516762289,0.84122265,0.552729619,0.73725232,0.286984561,-0.099391836,-0.23206348,-0.188616763
40276,11.25165299,5.319008282,-2.134335947,-1.213999671,0.112292981,1.322366888,-1.631320469,0.498831399,-3.273658407,2.332860055,1.410228916,1.724850734,0.444876589,0.697049125,0.617829878,0.698052701,0.17178563,-0.233987206,-0.2935136,-0.228568884
40277,10.9118295,5.177173485,-2.005868768,-1.371517907,0.419826315,0.29939153,0.191300152,1.177142057,0.74948945,1.356724695,-1.652010166,0.003311955,0.21692396,0.425672454,0.678505232,0.482244944,-0.154792471,-0.220672261,-0.787389641,-0.019363245
40278,11.0131139,5.101858831,-2.059383569,-1.354496652,0.407417922,0.405358828,0.073515802,0.691371427,0.667030065,0.586158536,-1.421573715,-0.568910257,0.243944542,0.475165436,0.602549356,0.147886673,-0.292377241,0.007067773,-0.577781598,-0.005780705
40279,10.9872766,5.11197378,-2.045452196,-1.35395613,0.419244073,0.366872472,0.072940746,0.685898968,0.608544428,0.780116365,-1.5780827,-0.504244404,0.235137731,0.462644685,0.667299525,0.247597439,-0.258658526,-0.013908315,-0.577089396,-0.007387085
40280,11.39004202,5.306220626,-2.193498273,-1.121486381,0.05665019,1.508127034,-1.711523935,0.350037576,-3.256306044,1.607611603,1.721589557,1.274168098,0.529003288,0.813807646,0.324511582,0.291140598,0.128569557,-0.034722125,-0.238268102,-0.153333976
40281,11.37240104,5.266667573,-2.182919486,-1.231989271,0.106902979,1.371705339,-1.704532822,0.233296587,-3.278102272,1.663048141,1.710380855,1.333735422,0.520171176,0.684812322,0.318401816,0.315165535,0.05911895,-0.140427193,-0.39816392,-0.156017687
40282,11.42703694,5.229096972,-2.160717308,-1.143501897,0.076212517,1.552710394,-1.747912317,0.284450182,-3.30866241,1.500804179,1.732858106,1.171293284,0.417796833,0.855598142,0.333409137,0.140948836,-0.043388197,-0.027057071,-0.25828272,-0.125521509
