sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995
Ostankinskoe,12505755.08,61396,0.403651442,0.049863387,3155,1120,5,3746,5341,5,0,75.0,3,0,8,5,1,4,1,9,0,0,0,0,0,0,0,0,65972,31080,34892,0.11854192455534562,0.06044367711251547,0.05809824744283015,0.6105283731839207,0.3093198253957913,0.3012085477881295,0.2709297022607336,0.08492409928985602,0.1860056029708776,3155,1607,1548,3746,1910,1836,8008,4054,3954,14457,7403,7054,6464,3291,3173,186.0,0.419354839,0.005376344,0.005376344,0.376344086,0.005376344,0.18279569899999998,0.0,0.005376344,0.0,186.0,0.0,0.010752688,0.747311828,0.177419355,0.064516129
Golovinskoe,8841267.454,100846,0.127511955,0.307466659,4566,2646,4,5048,5396,6,0,325.0,2,0,3,2,0,0,5,9,0,0,0,0,0,0,1,0,94564,42750,51814,0.10259207107867442,0.05343791523709418,0.049154155841580234,0.6296233861531444,0.326378835055431,0.30324455109771337,0.2677845427681812,0.07876365944112805,0.18902088332705314,4566,2414,2152,5048,2588,2460,11692,6102,5590,19935,9452,10483,9037,4702,4335,326.0,0.30981595100000003,0.0,0.0,0.457055215,0.0061349690000000005,0.226993865,0.0,0.0,0.0,326.0,0.018404908,0.012269938999999999,0.665644172,0.26073619600000003,0.042944785
Babushkinskoe,4934147.223999999,86206,0.11640032,0.122190486,4300,1578,3,4724,5461,3,0,1308.0,1,0,6,2,0,0,3,2,0,0,0,0,0,0,0,1,55125,25551,29574,0.11291557432197295,0.06022782636939424,0.052687747952578703,0.6097023409043454,0.3256269865206598,0.2840753543836856,0.27738208477368165,0.08368327030601118,0.19369881446767045,4300,2213,2087,4724,2581,2143,11209,6096,5113,10741,5375,5366,8429,4475,3954,271.0,0.18081180800000002,0.007380074,0.0,0.542435424,0.018450185,0.24723247199999998,0.0,0.003690037,0.0,269.0,0.0,0.033457249,0.628252788,0.304832714,0.033457249
Moskvorech'e-Saburovo,10046857.44,76156,0.07105623400000001,0.24603154800000002,3816,3150,5,3151,5519,5,0,2715.0,3,1,7,6,0,0,3,4,0,0,0,1,0,0,1,0,130229,60619,69610,0.09580335101633489,0.047914806449918586,0.0478885445664163,0.6887178948474184,0.3460528389096066,0.3426650559378119,0.21547875413624665,0.06327800829875518,0.15220074583749146,3816,1868,1948,3151,1598,1553,8456,4233,4223,27194,12852,14342,6625,3297,3328,153.0,0.026143791,0.0,0.0,0.490196078,0.019607843,0.464052288,0.0,0.0,0.0,153.0,0.0,0.0,0.509803922,0.352941176,0.13725490199999998
Tekstil'shhiki,4808269.831,101708,0.112559644,0.118537385,5879,1463,4,6207,5580,7,0,1183.0,1,0,5,1,0,0,0,1,0,0,0,1,0,0,0,0,101982,46076,55906,0.1280921854721359,0.06720218665198412,0.06088999882015181,0.6232351437448381,0.31278758799701106,0.3104475557478271,0.2486726707830259,0.07481220749596885,0.17386046328705707,5879,3095,2784,6207,3269,2938,14884,7821,7063,19401,9045,10356,11252,5916,5336,330.0,0.17878787899999998,0.0,0.0,0.624242424,0.012121212,0.181818182,0.0,0.003030303,0.0,330.0,0.003030303,0.0,0.745454545,0.190909091,0.060606060999999996
Caricyno,8287309.438999999,125354,0.07111974900000001,0.265088676,5797,3390,4,5288,5631,5,0,1937.0,3,0,6,4,0,0,2,0,0,0,0,1,0,0,0,0,145576,65638,79938,0.09499497423297222,0.05009014471018077,0.044904829522791456,0.6731895272588031,0.33324824098154027,0.3399412862772628,0.23181549850822472,0.0679356063627806,0.1638798921454441,5797,3052,2745,5288,2801,2487,13804,7230,6574,33117,13741,19376,10338,5468,4870,341.0,0.37829912,0.0,0.0,0.158357771,0.011730205,0.45161290299999995,0.0,0.0,0.0,341.0,0.002932551,0.0,0.739002933,0.21994134899999998,0.038123167
Dmitrovskoe,7126815.285,87713,0.125881935,0.458174486,4533,1208,4,4439,5671,4,0,1130.0,1,0,6,2,0,0,5,1,1,0,0,0,0,0,1,0,100846,46246,54600,0.10949346163054507,0.05638844869061599,0.053105012939929086,0.7022904244524757,0.3637773192115194,0.3385131052409563,0.18821611391697923,0.05055122957828372,0.13766488433869553,4533,2319,2214,4439,2273,2166,10797,5557,5240,20900,10635,10265,8382,4287,4095,218.0,0.252293578,0.0,0.0,0.330275229,0.027522936,0.38990825700000004,0.0,0.0,0.0,218.0,0.0,0.013761468,0.573394495,0.311926606,0.100917431
Vostochnoe Degunino,3875439.354,94564,0.100505636,0.219006007,6222,3062,4,6746,5692,4,0,1321.845238,1,0,3,2,0,0,4,3,0,0,0,0,0,0,0,0,64931,28809,36122,0.14739224229093523,0.07540924664777293,0.07198299564316231,0.6240006767903219,0.30898650649295717,0.3150141702973647,0.22860708091874285,0.06767903218983969,0.16092804872890318,6222,3117,3105,6746,3531,3215,15801,8034,7767,12584,6028,6556,12121,6183,5938,159.0,0.245283019,0.0,0.0,0.012578616,0.044025157,0.698113208,0.0,0.0,0.0,159.0,0.0,0.0,0.006289308,0.8427672959999999,0.150943396
Meshhanskoe,4512002.453,57999,0.128162441,0.015016891999999999,2420,1525,3,3079,5752,3,0,2890.0,0,1,14,4,0,0,8,59,0,0,0,0,0,0,0,0,47245,21450,25795,0.10205348368075312,0.05139743788686012,0.050656045793893,0.5776306488042897,0.28891877446162867,0.2887118743426611,0.32031586751495716,0.1012603665580441,0.21905550095691306,2420,1227,1193,3079,1549,1530,6664,3354,3310,9739,4738,5001,5139,2594,2545,384.0,0.10677083300000001,0.0,0.0,0.791666667,0.041666667000000004,0.057291667000000004,0.0,0.002604167,0.0,383.0,0.43603133200000005,0.10182767599999999,0.21409921699999998,0.135770235,0.11227154
Zapadnoe Degunino,7632939.805,78810,0.051843747999999995,0.43788524,5519,1503,3,5735,5782,3,0,1084.0,0,0,3,2,0,0,5,3,0,0,0,1,0,0,0,0,87713,41288,46425,0.15221418601700293,0.07847988833904326,0.07373429767795965,0.6488770460601446,0.32400710569724656,0.3248699403628981,0.19890876792285242,0.05546250475827941,0.143446263164573,5519,2775,2744,5735,3043,2692,13390,6903,6487,17236,8896,8340,10557,5442,5115,212.0,0.259433962,0.051886792,0.0,0.132075472,0.056603774,0.495283019,0.0,0.004716980999999999,0.0,213.0,0.004694836,0.009389671,0.44600939,0.272300469,0.267605634
Pechatniki,18445806.5,83369,0.030696592999999998,0.42882581799999997,4615,2936,5,5011,5791,5,0,730.0,0,0,4,5,0,0,2,8,0,0,0,1,0,0,0,1,43795,21145,22650,0.12403891134594394,0.06396862143002795,0.06007028991591599,0.6164521584761722,0.3115306648754333,0.3049214936007389,0.25950893017788385,0.07981383967661841,0.17969509050126545,4615,2428,2187,5011,2542,2469,11726,6046,5680,8822,4418,4404,8970,4633,4337,298.0,0.177852349,0.073825503,0.0,0.382550336,0.016778523,0.332214765,0.0,0.013422818999999999,0.003355705,298.0,0.013422818999999999,0.040268456,0.520134228,0.345637584,0.080536913
Novogireevo,4395332.782,94561,0.063755213,0.038692987000000005,6120,2215,4,6533,5824,4,0,1015.0,2,0,7,1,0,0,5,1,0,0,0,1,0,0,0,0,72131,34296,37835,0.1430082169181798,0.07110753904886792,0.07190067786931187,0.6018125865843212,0.28784594071551695,0.31396664586880424,0.255179196497499,0.07513668425672318,0.1800425122407758,6120,3096,3024,6533,3192,3341,14994,7422,7572,17070,7717,9353,11903,5928,5975,304.0,0.35526315799999997,0.006578947,0.0,0.345394737,0.013157895,0.279605263,0.0,0.0,0.0,303.0,0.00330033,0.00660066,0.726072607,0.217821782,0.04620462
Vojkovskoe,5333221.259,64931,0.074076708,0.16909109,3905,1579,6,3856,5838,8,0,1321.845238,2,0,5,2,0,0,5,10,0,0,0,0,0,0,0,1,73148,32972,40176,0.1269039441869061,0.06255871617563259,0.0643452280112735,0.5893332922640957,0.2929109362246077,0.2964223560394881,0.28376276354899815,0.08821672236682017,0.195546041182178,3905,1897,2008,3856,1923,1933,9251,4545,4706,11699,5634,6065,7282,3577,3705,268.0,0.194029851,0.0,0.0,0.582089552,0.03358209,0.17164179100000002,0.0,0.018656716,0.0,268.0,0.0,0.052238806,0.634328358,0.220149254,0.09328358199999999
Chertanovo Central'noe,6879019.637999999,112221,0.061476659,0.282797669,7104,2546,5,8667,6009,5,0,1321.845238,0,0,5,3,0,0,6,2,0,0,0,0,0,0,0,0,111874,46887,64987,0.14898281070387895,0.06720667254791884,0.08177613815596012,0.6082105844717121,0.29473093271312856,0.3134796517585835,0.24280660482440897,0.0751018080394935,0.16770479678491548,7104,3262,3842,8667,3861,4806,18927,8599,10328,22027,10067,11960,14733,6684,8049,175.0,0.268571429,0.0,0.0,0.0,0.028571429,0.702857143,0.0,0.0,0.0,175.0,0.0,0.0,0.342857143,0.5657142860000001,0.091428571
Danilovskoe,12495435.25,91100,0.027650987999999998,0.341071945,5947,2235,5,5664,6073,9,0,2300.0,3,0,12,5,0,0,11,48,1,0,0,0,0,0,0,0,102590,48106,54484,0.13578485181119648,0.0673655323819978,0.06841931942919868,0.5980021953896817,0.28959385290889134,0.30840834248079035,0.2662129527991218,0.07363336992316136,0.19257958287596047,5947,2950,2997,5664,2798,2866,13855,6851,7004,24296,11769,12527,10869,5377,5492,360.0,0.130555556,0.0,0.0,0.8,0.008333333,0.061111110999999996,0.0,0.0,0.0,357.0,0.058823529000000006,0.24089635899999998,0.554621849,0.12324929999999999,0.022408964
Obruchevskoe,6050064.566000001,78616,0.16752567,0.093442564,4215,2372,6,4635,6083,8,0,3300.0,2,1,11,1,0,0,4,5,0,0,0,1,0,0,0,0,83844,36656,47188,0.11974661646484176,0.06124707438689325,0.05849954207794851,0.6543833316373258,0.31803958481733996,0.33634374681998574,0.2258700518978325,0.0709651979240867,0.15490485397374582,4215,2161,2054,4635,2364,2271,10896,5572,5324,15835,7398,8437,8301,4219,4082,185.0,0.205405405,0.0,0.0,0.021621622000000004,0.048648649,0.724324324,0.0,0.0,0.0,186.0,0.0,0.0,0.45161290299999995,0.193548387,0.35483871
Jaroslavskoe,8338438.453,94236,0.037753826000000004,0.127811589,5991,2974,4,7287,6119,6,0,320.0,1,1,13,3,0,0,3,5,0,0,0,0,0,0,0,0,81980,37883,44097,0.15184218345430622,0.07227598794515896,0.07956619550914724,0.6248355193344369,0.31177044866080905,0.31306507067362793,0.22332229721125685,0.0684982384651301,0.15482405874612676,5991,2848,3143,7287,3481,3806,16291,7742,8549,18679,9208,9471,12396,5903,6493,206.0,0.165048544,0.009708738,0.0,0.32038835,0.004854369,0.5,0.0,0.0,0.0,207.0,0.0,0.053140097000000004,0.289855072,0.603864734,0.053140097000000004
Novokosino,3707575.212,103746,0.030566196,0.041365446,5539,3530,5,5569,6159,5,0,1321.845238,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,94561,41048,53513,0.11508877450696894,0.0578142771769514,0.05727449733001754,0.7051645364640564,0.3431650376882,0.3619994987758564,0.17974668902897462,0.05204056059992675,0.12770612842904785,5539,2753,2786,5569,2826,2743,13609,6847,6762,18480,8434,10046,10329,5184,5145,177.0,0.02259887,0.0,0.0,0.0,0.02259887,0.95480226,0.0,0.0,0.0,177.0,0.0,0.0,0.0,0.576271186,0.423728814
Timirjazevskoe,10508030.1,81887,0.331318706,0.020741326,4969,1807,4,5613,6217,8,0,1340.0,2,0,12,1,0,0,5,5,0,0,0,1,0,0,0,0,57107,26917,30190,0.13683490663963754,0.0715376067019185,0.06529729993771906,0.6353877904917753,0.31190543065443843,0.3234823598373368,0.2277773028685872,0.06925397193693748,0.15852333093164972,4969,2557,2412,5613,2974,2639,13145,6764,6381,15474,7920,7554,9864,5162,4702,321.0,0.255451713,0.049844237,0.0,0.54517134,0.015576323999999999,0.127725857,0.0,0.0,0.00623053,321.0,0.009345794000000001,0.102803738,0.704049844,0.14953271,0.034267913
Nagatinskij Zaton,9589336.912,115352,0.37260204399999997,0.049637257000000004,6880,3119,5,7759,6237,8,0,229.0,1,0,6,1,1,1,3,0,0,0,0,0,0,0,0,0,76284,34200,42084,0.13633920521534088,0.06870275331160275,0.06763645190373813,0.6085200083223524,0.3088112906581594,0.2997087176641931,0.2551407864623067,0.08032803939246827,0.1748127470698384,6880,3466,3414,7759,3909,3850,17700,8998,8702,15164,7571,7593,13729,6929,6800,245.0,0.33877551,0.004081633,0.0,0.273469388,0.016326531000000002,0.367346939,0.0,0.0,0.0,244.0,0.004098361,0.004098361,0.586065574,0.344262295,0.06147541
Juzhnoe Tushino,7887684.174,104434,0.222646321,0.18878376600000002,5989,2707,3,6137,6340,4,0,1321.845238,0,0,10,1,0,0,1,4,0,0,0,0,0,0,0,0,105663,49025,56638,0.12358044315069805,0.06369573127525519,0.059884711875442864,0.6293831510810656,0.33425895781067466,0.29512419327039086,0.2470364057682364,0.07153800486431622,0.1754984009039202,5989,3061,2928,6137,3196,2941,14403,7428,6975,20306,10071,10235,11355,5854,5501,332.0,0.174698795,0.0,0.0,0.5542168670000001,0.018072289,0.253012048,0.0,0.0,0.0,331.0,0.009063444,0.012084592,0.637462236,0.280966767,0.060422961
Zjuzino,5391434.257,123000,0.079151397,0.0,6715,3092,5,6714,6442,5,0,2672.0,0,2,4,2,0,0,2,2,0,0,0,1,0,0,0,0,76670,36352,40318,0.11639837398373984,0.06026016260162602,0.05613821138211382,0.6409349593495935,0.3441382113821138,0.2967967479674797,0.24266666666666667,0.06898373983739838,0.17368292682926828,6715,3452,3263,6714,3509,3205,15947,8263,7684,16001,8282,7719,12653,6548,6105,400.0,0.5575,0.0,0.0,0.1125,0.02,0.31,0.0,0.0,0.0,400.0,0.0,0.0,0.745,0.16,0.095
Juzhnoe Medvedkovo,3879802.193,81980,0.157331846,0.23220508399999998,4926,2200,4,4860,6476,4,1,80.0,0,0,4,2,0,0,3,1,0,0,0,0,0,0,0,1,27992,12961,15031,0.1270065869724323,0.06634545010978288,0.06066113686264943,0.6439741400341547,0.325701390583069,0.31827274945108563,0.22901927299341301,0.07005367162722616,0.15896560136618687,4926,2565,2361,4860,2557,2303,11567,6043,5524,7360,3496,3864,9239,4816,4423,194.0,0.211340206,0.005154639,0.0,0.118556701,0.036082473999999996,0.628865979,0.0,0.0,0.0,193.0,0.0,0.0,0.45077720200000004,0.378238342,0.170984456
Ochakovo-Matveevskoe,17526506.21,118843,0.133372781,0.309479124,7454,1830,2,7715,6484,3,0,990.0,0,0,7,3,0,0,6,4,1,0,0,0,0,0,0,0,111023,53946,57077,0.1354560218102875,0.06973065304645625,0.06572536876383127,0.6619657867943421,0.37573100645389296,0.2862347803404492,0.20257819139537037,0.06142557828395446,0.14115261311141591,7454,3845,3609,7715,3971,3744,18269,9507,8762,29595,15052,14543,14168,7326,6842,299.0,0.27090301,0.003344482,0.013377926000000002,0.22073578600000002,0.080267559,0.41137123700000006,0.0,0.0,0.0,299.0,0.0,0.006688963000000001,0.448160535,0.35451505,0.19063545199999998
Orehovo-Borisovo Severnoe,7462269.562999999,129207,0.38709985399999997,0.007720281999999999,4669,3648,6,4788,6587,6,0,1321.845238,0,0,4,2,0,0,4,2,0,0,0,0,0,0,0,0,77878,35155,42723,0.07800660954901824,0.039935916784694325,0.03807069276432391,0.6490437824576067,0.30081961503633703,0.34822416742126977,0.272949607993375,0.09234019828647055,0.18060940970690442,4669,2398,2271,4788,2455,2333,11313,5780,5533,17033,8191,8842,8791,4491,4300,152.0,0.092105263,0.032894737,0.0,0.013157895,0.013157895,0.842105263,0.0,0.006578947,0.0,152.0,0.013157895,0.019736842,0.006578947,0.888157895,0.072368421
Kurkino,7792845.494,21155,0.528252203,0.0,2539,2794,4,2733,6620,4,0,920.0,0,0,7,1,0,0,4,0,0,0,0,0,0,0,0,0,942118,440615,501503,0.26069487118884427,0.13372725124084142,0.12696761994800285,0.6212715670054361,0.2973765067359962,0.32389506026943987,0.1180335618057197,0.03346726542188608,0.0845662963838336,2539,1316,1223,2733,1393,1340,5971,3055,2916,197154,99086,98068,4971,2564,2407,504.0,0.073412698,0.23015873,0.057539683,0.325396825,0.251984127,0.027777778,0.0,0.031746032,0.001984127,510.0,0.02745098,0.088235294,0.168627451,0.015686275,0.7
Horoshevskoe,8568431.188,56535,0.063647724,0.23610845800000002,4694,2354,4,3893,6684,4,0,1321.845238,3,0,14,5,0,0,10,27,0,0,0,0,0,0,0,0,80791,36014,44777,0.16014858052533829,0.08279826656053772,0.07735031396480056,0.6071990802157955,0.3014769611744937,0.30572211904130187,0.2326523392588662,0.06974440612010259,0.1629079331387636,4694,2435,2259,3893,2016,1877,10084,5196,4888,14636,7010,7626,8108,4196,3912,266.0,0.14285714300000002,0.007518797,0.011278195,0.45864661700000003,0.127819549,0.221804511,0.0,0.030075188,0.0,266.0,0.0037593979999999997,0.018796992,0.612781955,0.176691729,0.187969925
Veshnjaki,10518366.87,118945,0.334905313,0.012338886,5208,3494,6,5776,6766,7,0,2078.0,2,0,7,0,0,0,4,1,0,0,0,0,0,0,0,0,104410,49293,55117,0.09860860061372903,0.050939509857497164,0.04766909075623187,0.6224053133801337,0.30842826516457184,0.3139770482155618,0.2789860860061373,0.08665349531295977,0.1923325906931775,5208,2686,2522,5776,3000,2776,13481,6960,6521,21542,10971,10571,10230,5290,4940,234.0,0.192307692,0.0,0.0,0.111111111,0.008547009,0.6880341879999999,0.0,0.0,0.0,234.0,0.0,0.0,0.20085470100000002,0.7307692309999999,0.068376068
Tverskoe,7307410.574,75377,0.065444314,7.82e-05,4237,1874,4,6398,6772,4,1,1046.0,3,2,29,16,1,10,23,141,0,0,0,1,1,0,0,1,116742,52836,63906,0.14954163736948936,0.07256855539488173,0.07697308197460764,0.5826843732172944,0.2905528211523409,0.2921315520649535,0.26777398941321623,0.08814359817981612,0.1796303912334001,4237,2079,2158,6398,3094,3304,12508,6065,6443,23480,11491,11989,9955,4835,5120,651.0,0.029185867999999997,0.041474654,0.006144393000000001,0.8125960059999999,0.038402458,0.06298003099999999,0.0,0.007680492,0.0015360979999999998,650.0,0.404615385,0.161538462,0.23692307699999998,0.109230769,0.08769230800000001
Chertanovo Severnoe,6206098.885,111874,0.12812331,0.089039719,4720,2881,5,7976,6784,5,0,1321.845238,0,0,10,3,0,0,11,5,0,0,0,0,0,0,0,0,125354,56569,68785,0.11911614852423262,0.05350662352289182,0.06560952500134079,0.6570159286339989,0.30409210361656863,0.3529238250174303,0.22386792284176843,0.0615066950319109,0.1623612278098575,4720,2321,2399,7976,3355,4621,14552,6590,7962,27006,12822,14184,12093,5372,6721,158.0,0.151898734,0.0,0.0,0.0,0.018987342,0.8291139240000001,0.0,0.0,0.0,157.0,0.0,0.0,0.35668789799999995,0.592356688,0.050955414000000004
Losinoostrovskoe,5361326.947,80917,0.197068419,0.036122292,4169,1926,3,4378,6839,4,0,1036.0,1,0,11,3,0,0,1,0,0,0,0,1,0,0,0,0,79576,39261,40315,0.11259685850933673,0.05740450090833817,0.055192357600998554,0.6063373580335405,0.3050038928778872,0.30133346515565335,0.28106578345712274,0.08402437065140823,0.1970414128057145,4169,2104,2065,4378,2265,2113,10264,5255,5009,14204,7376,6828,7964,4077,3887,230.0,0.226086957,0.0,0.0,0.360869565,0.008695652,0.404347826,0.0,0.0,0.0,231.0,0.0,0.004329004,0.541125541,0.37662337700000004,0.07792207799999999
Cheremushki,5467178.308999999,102618,0.055779365,0.1363303,5628,1944,4,6141,6887,5,0,262.0,3,0,6,4,0,0,6,10,0,0,0,1,0,0,0,0,130396,59093,71303,0.1220448654232201,0.06277651094349919,0.059268354479720904,0.641037634722953,0.32748640589370287,0.31355122882925024,0.23691749985382682,0.07438266191116569,0.16253483794266113,5628,2817,2811,6141,3243,2898,13816,7102,6714,22262,10791,11471,11007,5665,5342,316.0,0.411392405,0.0,0.0,0.088607595,0.056962025,0.443037975,0.0,0.0,0.0,316.0,0.0,0.0,0.6835443040000001,0.164556962,0.151898734
Fili Davydkovo,6982964.492000001,111374,0.348985814,0.0,7116,3422,5,7425,6974,7,1,1321.845238,2,0,6,0,0,0,5,1,0,0,0,1,0,0,0,0,89467,47710,41757,0.13917072207157866,0.06972902113599225,0.06944170093558641,0.5891231346633864,0.30374234561028607,0.2853807890531004,0.27170614326503495,0.08369098712446352,0.1880151561405714,7116,3589,3527,7425,3683,3742,17354,8735,8619,19098,10333,8765,13592,6775,6817,405.0,0.177777778,0.0074074069999999995,0.009876543,0.49382716,0.012345678999999998,0.29382716,0.0,0.0049382720000000005,0.0,404.0,0.0,0.007425743,0.695544554,0.19059405899999998,0.10643564400000001
Shhukino,7963518.819,105663,0.126499246,0.16197556800000001,6700,2854,4,7010,7023,5,0,4508.0,3,0,11,5,0,0,7,5,0,0,0,1,0,0,1,0,166803,77246,89557,0.13806157311452447,0.07023272100924638,0.0678288521052781,0.6139802958462282,0.31802049913403935,0.29595979671218875,0.2479581310392474,0.07572187047500072,0.1722362605642467,6700,3383,3317,7010,3585,3425,16161,8244,7917,31968,15597,16371,12927,6566,6361,407.0,0.10810810800000001,0.0,0.0,0.680589681,0.022113022000000003,0.18427518399999998,0.0,0.004914005,0.0,411.0,0.0,0.02919708,0.739659367,0.15328467199999998,0.07785888099999999
Hovrino,5264733.751,80791,0.184282943,0.050755569,5195,3082,4,5469,7123,4,0,145.0,0,0,10,2,0,0,1,1,0,0,0,0,0,0,0,0,81887,37070,44817,0.14056021091458207,0.0720253493582206,0.06853486155636147,0.5895211100246315,0.2912081791288634,0.2983129308957681,0.2699186790607865,0.0825339456127539,0.18738473344803258,5195,2621,2574,5469,2842,2627,12655,6470,6185,21910,10290,11620,10012,5135,4877,254.0,0.228346457,0.003937008,0.0,0.07086614200000001,0.05511811,0.637795276,0.0,0.003937008,0.0,253.0,0.0,0.0,0.44664031600000004,0.20553359699999998,0.347826087
Brateevo,7587523.226,102590,0.398794394,0.0,6273,3420,6,5562,7132,6,0,1321.845238,0,0,3,1,0,0,5,0,0,0,0,1,0,1,0,0,85721,39591,46130,0.12234135880690125,0.06281313968223023,0.059528219124671024,0.6803002241933912,0.34487766838873185,0.33542255580465935,0.19735841699970758,0.061224290866556196,0.13613412613315137,6273,3175,3098,5562,2922,2640,13748,7073,6675,18695,9238,9457,11201,5769,5432,90.0,0.011111111000000002,0.0,0.0,0.0,0.055555556,0.933333333,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.566666667,0.433333333
Lianozovo,5646405.14,79576,0.258663383,0.101872465,4857,2703,5,4583,7236,5,0,1321.845238,3,0,4,3,0,0,3,3,0,0,0,1,0,0,0,0,68630,33005,35625,0.12590479541570324,0.06372524379209812,0.062179551623605105,0.6446039006735699,0.36039760731878956,0.2842062933547803,0.22949130391072686,0.0692545491102845,0.16023675480044233,4857,2424,2433,4583,2341,2242,11158,5690,5468,15292,7613,7679,8865,4433,4432,301.0,0.029900332,0.235880399,0.156146179,0.235880399,0.043189369000000005,0.27906976699999997,0.0,0.013289037,0.006644518,300.0,0.0,0.173333333,0.146666667,0.36,0.32
Bogorodskoe,8659075.461000001,104410,0.41686645200000005,0.069660344,7103,3107,7,6119,7277,9,0,1321.845238,1,0,8,4,0,0,2,4,0,0,0,1,0,0,0,0,1452550,655329,797221,0.13310027775117325,0.06643999616894933,0.06666028158222392,0.5685853845417106,0.29552724834785943,0.27305813619385116,0.2983143377071162,0.11014270663729528,0.1881716310698209,7103,3598,3505,6119,2984,3135,15630,7783,7847,311210,150254,160956,12479,6183,6296,413.0,0.251815981,0.00968523,0.0,0.520581114,0.016949153,0.152542373,0.0,0.04842615,0.0,413.0,0.00968523,0.033898305,0.7651331720000001,0.14769975800000001,0.043583535
Beskudnikovskoe,3292112.223,73148,0.06374724799999999,0.09229064199999999,4449,2757,5,4346,7327,5,0,165.0,1,0,3,2,0,0,2,2,0,0,0,0,0,0,0,0,41504,18905,22599,0.1272488653141576,0.06626291901350687,0.06098594630065073,0.6076584458905233,0.3030841581451304,0.3045742877453929,0.26509268879531905,0.08141029146388144,0.18368239733143762,4449,2281,2168,4346,2283,2063,10271,5360,4911,9620,4575,5045,8322,4322,4000,222.0,0.436936937,0.0,0.0,0.018018018,0.058558559,0.486486486,0.0,0.0,0.0,222.0,0.0,0.0,0.648648649,0.11261261300000001,0.23873873899999998
Nekrasovka,11391678.48,19940,0.055643565,0.24320451899999998,1706,2395,5,1564,7377,5,0,540.0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,247469,112902,134567,0.1734704112337011,0.08936810431293882,0.08410230692076229,0.668555667001003,0.33450351053159477,0.3340521564694082,0.1579739217652959,0.047542627883650955,0.11043129388164494,1706,862,844,1564,821,743,3831,1973,1858,55710,27242,28468,3112,1600,1512,43.0,0.069767442,0.0,0.0,0.23255814,0.046511628,0.651162791,0.0,0.0,0.0,41.0,0.0,0.024390244,0.17073170699999998,0.243902439,0.56097561
Krylatskoe,12164477.11,78507,0.297166335,0.0,4611,3092,7,5067,7478,7,0,1321.845238,2,0,14,1,0,0,6,4,0,0,0,0,0,0,0,1,67710,33382,34328,0.12960627714726075,0.06502604863260601,0.06458022851465474,0.6193078324225865,0.3258180799164406,0.29348975250614595,0.2510858904301527,0.08111378603181882,0.1699721043983339,4611,2331,2280,5067,2522,2545,10892,5480,5412,13540,6769,6771,9168,4583,4585,188.0,0.015957447,0.015957447,0.0,0.35106383,0.14361702099999998,0.473404255,0.0,0.0,0.0,188.0,0.0053191490000000004,0.0,0.015957447,0.430851064,0.54787234
Gagarinskoe,5540725.595,76670,0.26817719100000004,0.0,3704,748,4,3684,7490,6,2,1321.845238,0,0,6,5,0,0,4,2,0,0,0,1,0,0,0,0,106445,48752,57693,0.1023868527455328,0.05479326985783227,0.04759358288770053,0.6115038476587974,0.32178166166688404,0.2897221859919134,0.2861092995956698,0.0975609756097561,0.18854832398591365,3704,1992,1712,3684,1970,1714,9016,4836,4180,27585,12897,14688,6935,3730,3205,153.0,0.14379085,0.0,0.0,0.7516339870000001,0.045751634000000006,0.058823529000000006,0.0,0.0,0.0,153.0,0.006535948000000001,0.006535948000000001,0.836601307,0.08496732,0.065359477
Severnoe Medvedkovo,5725729.259,122873,0.141280723,0.175054867,8132,3916,4,10055,7595,4,0,1321.845238,1,0,6,0,0,0,0,3,0,0,0,1,0,0,0,0,60315,27188,33127,0.15859464650492786,0.07561465903819391,0.08297998746673395,0.6271678887957485,0.30889617735385316,0.3182717114418953,0.2142374646993237,0.06259308391591317,0.15164438078341053,8132,3849,4283,10055,4842,5213,21615,10335,11280,14780,6845,7935,16940,8087,8853,263.0,0.36121673,0.0,0.0,0.015209125,0.011406844,0.6121673000000001,0.0,0.0,0.0,259.0,0.0,0.0,0.47876447899999997,0.281853282,0.239382239
