"","1"
"460",4449782.60809769
"461",1597706.07102799
"462",1380933.55163868
"463",1861732.60037328
"464",5116944.64316795
"465",885501.442745649
"466",881707.904032341
"467",773498.393437863
"468",2099061.49584092
"469",1473567.26846551
"470",632385.532700055
"471",886793.185096222
"472",701713.985106822
"473",2288700.3253895
"474",10694271.8698274
"475",2027230.82138006
"476",1679741.77588316
"477",726721.69565783
"478",2419124.97237909
"479",2184103.11919103
"480",1242532.27362514
"481",5298687.39072425
"482",705118.004064312
"483",4397760.42643592
"484",1880968.54979969
"485",3309645.82106669
"486",8118547.04065885
"487",2832352.91761593
"488",2414314.37564689
"489",24462043.3555838
"490",4306103.66615445
"491",639725.431107952
"492",6330992.65564162
"493",548088.348986099
"494",14282178.3314211
"495",5348563.98427635
"496",593525.127602404
"497",728961.712049523
"498",889521.977243436
"499",5177499.9383401
"500",751769.437458182
"501",1009792.59836366
"502",964189.019090633
"503",1912495.08384674
"504",1180213.47429863
"505",1942962.96770752
"506",1240168.25079603
"507",649904.856077678
"508",872782.146107509
"509",570066.540564296
"510",546673.428653727
"511",725812.442654587
"512",805929.922188723
"513",451105.90539949
"514",1789765.07192666
"515",2897665.33941973
"516",1895199.66370977
"517",1658062.22810223
"518",3113005.42705614
"519",4843201.59119036
"520",519155.246435345
"521",1895814.67098641
"522",7617151.14741876
"523",6430465.11389717
"524",674092.852095068
"525",456395.973004232
"526",39075884.6929555
"527",2115442.03487414
"528",4521498.17151698
"529",1318032.12282117
"530",24092279.2873663
"531",4664035.13025334
"532",894807.170466105
"533",258210.070277351
"534",7724183.56934834
"535",2671290.20204655
"536",6404419.9806082
"537",5827665.52546243
"538",2612599.51892705
"539",857850.745234929
"540",708853.707644859
"541",879262.511741359
"542",248196960.080339
"543",23610530.1194371
"544",862895.502897665
"545",2170182.66234823
"546",1401905.87345155
"547",754316.491923281
"548",2157075.64240886
"549",2782370.55572182
"550",6963190.56380282
"551",2143642.18027913
"552",6568274.64274026
"553",1148160.54325824
"554",2382148.22439374
"555",587758.773331787
"556",518670.311691521
"557",2462991.89641991
"558",3865215.77673209
"559",1609062.20399106
"560",1982382.02030132
"561",846034.262205174
"562",9176774.05380539
"563",3355558.92934852
"564",11297492.4400532
"565",4624989.16435293
"566",605382.925333507
"567",23641035.9767716
"568",9385945.30632024
"569",682897.925563146
"570",1212123.24003422
"571",1996523.44313931
"572",38287864.1620267
"573",1242425.19545899
"574",2151230.40350116
"575",1675826.58458531
"576",1577045.78205773
"577",1189479.70657068
"578",501427.937349971
"579",684212.427376834
"580",822194.979314194
"581",1848312.59595386
"582",1276709.52028594
"583",1270763.24259097
"584",3398197.51990259
"585",3570706.50017696
"586",731707.715211959
"587",1235409.74535438
"588",680998.2734032
"589",1398017.47017553
"590",869741.991998564
"591",709976.211935185
"592",979187.690222823
"593",7095364.75322156
"594",2112691.26582155
"595",4298014.42117253
"596",762641.566575534
"597",619680.656628081
"598",628294.200457788
"599",539808.55343831
"600",2238516.83442473
"601",64686.847396339
"602",1280042.6229933
"603",508373.639127492
"604",5577135.00515839
"605",673835.49259375
"606",647784.279342086
"607",1156869.94837281
"608",2361539.16170754
"609",696452.822052573
"610",2227567.94863353
"611",1059171.61145187
"612",1901154.18548986
"613",1715559.56843309
"614",667522.830046241
"615",1786892.75012958
"616",56397708.8377076
"617",4846884.62463177
"618",15554317.4993522
"619",24704.1519428619
"620",792325.672826967
"621",685630.047921348
"622",1751195.2242942
"623",2739943.49310256
"624",2854385.05016981
"625",3578702.07543916
"626",36613432.2409466
"627",93487798.0607707
"628",1520548.59844014
"629",1272221.05492351
"630",3548343.71056412
"631",3236213.48506254
"632",3614426.44857708
"633",2558749.01989449
"634",496703.433015949
"635",9360659.38120285
"636",6926501.76215195
"637",632843.171578732
"638",1752112.52997558
"639",1246849.35464364
"640",2842160.90938621
"641",1009949.70824003
"642",1740617.32181593
"643",688304.434519139
"644",3199688.72022927
"645",4562063.31700759
"646",765702.712023029
"647",1290060.61744254
"648",3996719.16751129
"649",3890900.95568767
"650",927481.081968152
"651",851679.513075242
"652",2013269.20211957
"653",8308386.26027296
"654",43425288.1712569
"655",1455443.45430707
"656",4996592.9976651
"657",926502.811606894
"658",3443923.95046175
"659",1823145.82215875
"660",13234258.8095118
"661",6580165.19510553
"662",9237395.27771347
"663",11867528.8090972
"664",11264874.8638935
"665",859960.734106661
"666",4056620.73423552
"667",775529.348904911
"668",2106975.45396408
"669",13424923.2378388
"670",2672207.98088196
"671",598370.273910694
"672",720701.157106832
"673",1495852.06063091
"674",4781095.59168049
"675",6871274.67444531
"676",792168.56412687
"677",120435.186508992
"678",885185.018868396
"679",6319685.02488834
"680",1614740.36498764
"681",810501.137133636
"682",35660011.3107622
"683",2615543.5878895
"684",825385.352501003
"685",2247457.35819254
"686",1863035.14659047
"687",1198812.34383264
"688",862056.934139994
"689",440283.798115251
"690",621521.059700648
"691",2845649.24970019
"692",479018.258770932
"693",740842.900074629
"694",726581.683715119
"695",4471256.68603698
"696",2274205.49228611
"697",29657461.5264219
"698",2826893.04524374
"699",14849898.9718977
"700",743701.867293244
"701",1952093.43844965
"702",12995495.1268692
"703",5283678.08681635
"704",613672.232169825
"705",884151.330805353
"706",590157.627100603
"707",2693866.21829232
"708",708891.724394681
"709",1486985.98458838
"710",3984216.82443089
"711",918821.293651754
"712",7138335.30608482
"713",921015.183655869
"714",3269577.9468354
"715",935446.757445506
"716",708741.451525817
"717",892643.670372378
"718",2061649.64026601
"719",7256793.55739538
"720",1457204.39869238
"721",1035983.07658299
"722",1025004.77363069
"723",9116860.96579247
"724",2092202.32212128
"725",5367684.11056189
"726",6504282.85609704
"727",3456486.95224591
"728",2274010.87432005
"729",1005008.26407876
"730",567722.664661013
"731",1441074.95312412
"732",649112.041196336
"733",1095366.82034137
"734",1982212.96894296
"735",686913.464136631
"736",3071131.26553999
"737",526537.172233973
"738",1208099.92961667
"739",1820414.42798355
"740",1200424.88467256
"741",3398525.48549656
"742",2895137.16125888
"743",884694.76212509
"744",835397.35605778
"745",640401.59614662
"746",1159217.48192813
"747",198084.160997259
"748",1634706.86837887
"749",673511.985767724
"750",1487115.62229418
"751",2478085.61571262
"752",1542315.56651713
"753",880367.26923462
"754",1313021.30362978
"755",2487360.01108622
"756",2223611.42337625
"757",1031237.91577102
"758",2608426.39709055
"759",1000009.37855729
"760",4125619.6170804
"761",3309239.81163247
"762",2038684.345799
"763",642374.115517497
"764",2509051.69081468
"765",3044902.58075322
"766",3326213.17342269
"767",5562130.67808355
"768",11342533.9241535
"769",3201518.87678586
"770",672355.355870691
"771",650611.040166512
"772",769203.375515655
"773",2147217.49691992
"774",5196958.13127229
"775",599297.943935839
"776",28043682.1176083
"777",2317035.61736562
"778",1468550.32120164
"779",659579.831683553
"780",1778170.15379513
"781",4944610.63987421
"782",821250.86867613
"783",2393960.1407606
"784",4739676.94871641
"785",1143614.93767953
"786",41449727.2965958
"787",10173441.402407
"788",2562717.20343659
"789",10819068.6660945
"790",586876.805318279
"791",658920.773190254
"792",747057.406813034
"793",47911159.2335224
"794",2723952.41618201
"795",653184.768243302
"796",762149.013508488
"797",3628883.62989337
"798",1035065.85643287
"799",820051.109587696
"800",38541182.5617971
"801",18553193.6387096
"802",2607698.68431844
"803",3640758.89560706
"804",3214019.5806785
"805",18334871.8061634
"806",12103649.1169067
"807",3142749.46808972
"808",51351449.4580343
"809",636415.748104273
"810",4156315.32062055
"811",1320670.98098607
"812",3457901.41489585
"813",812259.250892882
"814",2425833.26537224
"815",2285100.87809405
"816",533269.98587287
"817",3951737.45879796
"818",1249040.65793855
"819",1559127.68501349
"820",546517.461920263
"821",686321.358531232
"822",777464.28176151
"823",1215114.61904864
"824",2428885.69948951
"825",5264946.0966245
"826",898055.175694446
"827",2394705.26382682
"828",2467763.96207132
"829",847593.436759336
"830",1511186.00352681
"831",3648901.90154128
"832",798525.015633984
"833",2918636.51828213
"834",955835.913229514
"835",853803.404363512
"836",2397821.00928172
"837",3774202.31105126
"838",70385710.2283059
"839",1274974.9580226
"840",4429137.01610877
"841",8656597.84097266
"842",3113865.79711132
"843",2367383.67540724
"844",1942013.71924055
"845",15390641.1137003
"846",22442920.2175398
"847",2528296.81552926
"848",4277044.74685534
"849",978838.821327466
"850",1481254.92494983
"851",2539794.50151457
"852",1086034.13878505
"853",7263440.47606868
"854",13090049.7066515
"855",2240485.81224965
"856",3481148.99520153
"857",902968.640291932
"858",3335600.25866669
"859",835287.906407445
"860",2816407.14263234
"861",2928810.85630589
"862",875348.480404676
"863",17555036.3089767
"864",2725395.64853272
"865",4686885.39430651
"866",1338400.70616358
"867",1985894.18606271
"868",3806794.12279767
"869",1625960.60464392
"870",4930583.6989853
"871",641061.519925831
"872",1054747.08269897
"873",1279336.71760017
"874",944188.814847902
"875",1370128.84202338
"876",1979981.75311893
"877",1677714.24936226
"878",1099568.1595141
"879",5792256.76928917
"880",1699377.89175545
"881",1510598.36321512
"882",5598574.13545487
"883",570624.164601774
"884",1754060.2609856
"885",1196315.44629678
"886",163770.563279434
"887",805406.172905076
"888",2524784.87543527
"889",2562174.7129444
"890",1702336.43168003
"891",652827.295526677
"892",1359097.7350207
"893",637267.958844269
"894",4330496.4255833
"895",3698131.63789694
"896",3981509.76438195
"897",652900.27685258
"898",929592.137593758
"899",1285019.87142164
"900",994304.713877247
"901",3165186.95497613
"902",909929.621787985
"903",1883251.97985637
"904",2484294.94912187
"905",4895879.11623168
"906",2956309.18615192
"907",26432803.5488366
"908",1831699.31645404
"909",6837824.35132904
"910",3022286.13059267
"911",1850267.08058523
"912",2985783.52484328
"913",5741766.56837607
"914",3654113.90034193
"915",4904074.64322359
"916",1292814.70702884
"917",892934.090319532
"918",1870943.03839809
"919",873512.717423021
"920",22465039.5094999
"921",3292908.56485442
"922",2527660.17432126
"923",1418676.55962077
"924",2360372.9804361
"925",2147813.80228442
"926",494546.137919542
"927",1646033.70793343
"928",6155026.04944697
"929",3501006.25219678
"930",10797452.3807885
"931",1005281.53187822
"932",11376218.2956701
"933",1601142.47469098
"934",465149.476583216
"935",671886.061127309
"936",1374504.29640677
"937",195784.267909832
"938",4004271.81108413
"939",2880774.40729761
"940",1190009.64871841
"941",2126816.03361557
"942",1060893.41717863
"943",4250726.44024202
"944",4141651.10110545
"945",2005965.88308534
"946",1929980.80668727
"947",5590432.61858194
"948",2284630.27400467
"949",10198806.4250898
"950",3160646.4497639
"951",709016.349905768
"952",8733961.72168439
"953",1330037.2318248
"954",4238268.51608431
"955",3178113.25285955
"956",2967922.18586492
"957",41419498.7704003
"958",797469.047161107
"959",691768.590326163
"960",1263204.2988224
"961",5259364.14031316
"962",718279.859174027
"963",2199758.18342346
"964",1810990.25331739
"965",2841998.04553131
"966",1444130.30115063
"967",4979669.06570516
"968",1627729.77929559
"969",1793763.91511548
"970",497330.023350799
"971",28614203.9326245
"972",2771811.37399603
"973",24870546.967627
"974",2124583.2645969
"975",7095412.25601894
"976",2999416.98828495
"977",5124810.01999487
"978",2396871.66029739
"979",2317364.04175951
"980",2401893.08388318
"981",1421487.39284002
"982",1545923.18173403
"983",1610511.3854449
"984",953323.281685282
"985",701229.56034957
"986",1681787.99702386
"987",20709865.8755423
"988",1026758.68771712
"989",1732384.75559811
"990",689310.73431847
"991",698927.244984882
"992",30779365.2647728
"993",1859567.50324636
"994",56411447.6894201
"995",600032.378611094
"996",64752392.021656
"997",946480.912531626
"998",699546.278138657
"999",5135784.28621894
"1000",175384.499318557
"1001",1103364.1917217
"1002",513108.460993524
"1003",2135435.24238022
"1004",2207289.21733467
"1005",13071678.1684191
"1006",4877924.04341631
"1007",4415619.66015687
"1008",9935369.04126896
"1009",1698688.82906411
"1010",4680905.54066386
"1011",12169551.2533924
"1012",3966904.17214883
"1013",168730.084483891
"1014",880334.669476836
"1015",2028456.14828633
"1016",9072272.6546417
"1017",2539583.83131087
"1018",1008652.33146199
"1019",2717706.86695626
"1020",2821853.2094618
"1021",3546049.0213687
"1022",1764254.46167046
"1023",1452198.40212316
"1024",5290682.82509327
"1025",822100.372183144
"1026",546350.5876946
"1027",3414839.71235872
"1028",7926631.45009175
"1029",3979770.43141007
"1030",5686502.35916324
"1031",2252563.43016535
"1032",10610901.3959489
"1033",12902594.9385679
"1034",1868387.51857888
"1035",3783527.57346457
"1036",688041.343198147
"1037",3746623.74856052
"1038",4965427.75390141
"1039",861969.477368905
"1040",810464.648589594
"1041",4714145.46958717
"1042",12069879.8300676
"1043",78700.5787958724
"1044",48352885.9965982
"1045",1432941.99759128
"1046",3871791.53834652
"1047",2182681.70243386
"1048",15562847.4257779
"1049",1744708.39792392
"1050",618684.322146945
"1051",3029173.53855246
"1052",2862011.1564863
"1053",5145655.16837358
"1054",833856.586895917
"1055",937192.585087529
"1056",2397691.19607641
"1057",1266408.88454971
"1058",1776774.25423878
"1059",2389398.56019384
"1060",722088.987122375
"1061",10098883.4704747
"1062",2087101.77083031
"1063",4378945.81104261
"1064",7010988.75731378
"1065",1842724.28453943
"1066",524530.3550988
"1067",895111.491666439
"1068",2482999.62297818
"1069",456037.650915455
"1070",2749617.59070178
"1071",789014.475703286
"1072",855629.756249557
"1073",1106197.85689199
"1074",3107276.48221904
"1075",4154808.20639588
"1076",18118204.1123287
"1077",1447553.31955066
"1078",1983209.91392492
"1079",3389094.59820228
"1080",5258945.22250496
"1081",2969928.59599726
"1082",2042898.46508616
"1083",774830.433624165
"1084",2073367.50752644
"1085",2588749.11581061
"1086",1648691.70259862
"1087",281233.336192452
"1088",1973546.13938657
"1089",586166.749683232
"1090",35025782.3148758
"1091",869177.993884319
"1092",7072432.23897493
"1093",1573346.69257846
"1094",2384640.86558957
"1095",5576164.96969345
"1096",1793423.30600392
"1097",2230369.27911127
"1098",586048.021822764
"1099",6149964.01388356
"1100",845943.256984722
"1101",1339362.02194246
"1102",4106597.60872834
"1103",571272.002821716
"1104",1621459.98474325
"1105",1057726.59984742
"1106",4118382.89281978
"1107",698020.113537786
"1108",1720694.66437829
"1109",1874945.3091045
"1110",3692569.13855052
"1111",3278911.23408742
"1112",504174.758106244
"1113",2167239.74306636
"1114",4305233.01219801
"1115",2954481.34013847
"1116",2939123.88599344
"1117",1415716.88962892
"1118",847838.327675482
"1119",2144166.68501767
"1120",788863.033226085
"1121",3999673.47501133
"1122",17278624.1751943
"1123",4393151.14895559
"1124",1230656.97513105
"1125",3900708.28103171
"1126",2745937.68709302
"1127",1611765.07104523
"1128",1823511.35285245
"1129",6363448.50250984
"1130",674504.234140727
"1131",161326304.656775
"1132",5998888.24097987
"1133",971090.978639793
"1134",718697.806268216
"1135",1738785.26843399
"1136",711180.181560249
"1137",4671179.16458212
"1138",5182775.11373414
"1139",1028129.41108556
"1140",2377944.17445675
"1141",1027381.71456136
"1142",4593194.87455544
"1143",1966424.69079154
"1144",5449379.46016979
"1145",961270.345399382
"1146",718649.320417917
"1147",5964989.46188627
"1148",2058107.27002495
"1149",3170475.96669655
"1150",16620767.4748073
"1151",68212006.4505399
"1152",684702.905734282
"1153",1164046.48026303
"1154",3016461.22458863
"1155",3515823.45835893
"1156",4066120.50293251
"1157",4955851.48909291
"1158",725265.09641159
"1159",605625.529220842
"1160",7897847.16901124
"1161",2223986.74501074
"1162",1435630.01219871
"1163",3191480.32936267
"1164",1761406.87654791
"1165",736139.983062567
"1166",2482482.3690234
"1167",650410.435466986
"1168",4949362.08940117
"1169",680053.461424542
"1170",306520.441097702
"1171",841342.142295367
"1172",2608739.45768397
"1173",943034.226359403
"1174",3825942.87721129
"1175",2365472.58566221
"1176",2196138.82532521
"1177",2683236.73721837
"1178",2363339.24311187
"1179",7483566.01223281
"1180",980066.45573573
"1181",2010876.93225265
"1182",4834145.1028564
"1183",679423.956395111
"1184",1600648.39577604
"1185",5173063.74675907
"1186",1881129.18508339
"1187",3323970.55476634
"1188",4629886.13387024
"1189",2152386.54565928
"1190",684074.750652214
"1191",803952.148335371
"1192",242899.796893549
"1193",849871.659117112
"1194",12006421.397426
"1195",2004492.79957813
"1196",17586903.864336
"1197",2874305.24506845
"1198",519381.354590511
"1199",2464183.33111865
"1200",2937606.0634564
"1201",21653676.855983
"1202",12052040.4101156
"1203",770594.213790931
"1204",1423808.02364555
"1205",634705.211684173
"1206",858833.57859141
"1207",2550322.78573151
"1208",10463538.0494915
"1209",1250034.85794029
"1210",652923.558626099
"1211",2119856.4713184
"1212",1076875.17684552
"1213",701589.060698609
"1214",8120552.48487582
"1215",34762802.4188617
"1216",2800072.54849947
"1217",609226.534933713
"1218",1881905.97705227
"1219",661706.018413898
"1220",949854.458932493
"1221",3413590.63505914
"1222",1361742.03469342
"1223",675047.066491019
"1224",580722.610062931
"1225",948308.559082705
"1226",538399.232151429
"1227",2365127.51769506
"1228",3317873.04358098
"1229",709364.748818328
"1230",2292336.8489585
"1231",2874405.73810492
"1232",1442468.27147339
"1233",1948931.83035034
"1234",2081888.37625139
"1235",4888740.04677905
"1236",4438129.87129231
"1237",842617.341627137
"1238",1906785.70325562
"1239",2836198.38402378
"1240",8339291.45153036
"1241",1287023.05007636
"1242",692258.978911249
"1243",549487.045850927
"1244",1320696.40519272
"1245",2160425.24362933
"1246",969972.755272988
"1247",22315542.8687875
"1248",2775165.43537626
"1249",795942.958656067
"1250",941826.808941704
"1251",1938574.13031544
"1252",1521637.66810011
"1253",970959.704001494
"1254",19736784.1963133
"1255",8139465.40275201
"1256",782976.343937744
"1257",1871398.81613991
"1258",858818.371859076
"1259",770463.789930224
"1260",1422194.22048591
"1261",834970.495504436
"1262",1898157.4963435
"1263",453477.609383905
"1264",1227732.95008757
"1265",820073.685221212
"1266",1453646.21531556
"1267",1658694.82295446
"1268",3339009.5823866
"1269",1313614.40891234
"1270",2866458.56622715
"1271",1202536.76858064
"1272",620888.521721711
"1273",579566.900870506
"1274",2617224.64485213
"1275",959508.344203735
"1276",811559.625826655
"1277",718178.736027516
"1278",5232056.02472435
"1279",14018385.0673345
"1280",925163.575226192
"1281",891376.939350179
